


1, L, 780, 0, 0, 0, 2048, 0
2, L, 0, 0, 0, 0, 4096, 0
3, L, 0, 0, 0, 0, 4096, 0
4, L, 292, 0, 0, 0, 640, 0
5, L, 0, 0, 0, 0, 640, 0
6, L, 585, 0, 0, 0, 4096, 0
7, L, 0, 0, 0, 0, 1024, 0
8, L, 0, 0, 0, 0, 640, 0
9, L, 0, 0, 0, 0, 2048, 0
10, L, 683, 0, 0, 0, 2048, 0
11, L, 0, 0, 0, 0, 4096, 0
12, L, 0, 0, 0, 0, 1024, 0
13, L, 0, 0, 0, 0, 640, 0
14, L, 488, 0, 0, 0, 640, 0
15, S, 976, 0, 0, 0, 640, 0
16, L, 97, 0, 0, 0, 2048, 0
17, L, 195, 0, 0, 0, 4096, 0
18, L, 683, 0, 0, 0, 4096, 0
19, L, 0, 0, 0, 0, 4096, 0
20, S, 976, 0, 0, 0, 4096, 0
21, L, 488, 0, 0, 0, 1024, 0
22, S, 976, 0, 0, 0, 2048, 0
23, L, 0, 0, 0, 0, 1024, 0
24, L, 0, 0, 0, 0, 4096, 0
25, L, 0, 0, 0, 0, 2048, 0
26, L, 0, 0, 0, 0, 2048, 0
27, L, 0, 0, 0, 0, 1024, 0
28, S, 976, 0, 0, 0, 4096, 0
29, L, 0, 0, 0, 0, 2048, 0
30, L, 0, 0, 0, 0, 640, 0
31, L, 683, 0, 0, 0, 4096, 0
32, L, 0, 0, 0, 0, 2048, 0
33, L, 878, 0, 0, 0, 1024, 0
34, L, 0, 0, 0, 0, 4096, 0
35, L, 0, 0, 0, 0, 4096, 0
36, L, 0, 0, 0, 0, 4096, 0
37, L, 97, 0, 0, 0, 1024, 0
38, L, 0, 0, 0, 0, 1024, 0
39, L, 0, 0, 0, 0, 640, 0
40, L, 0, 0, 0, 0, 640, 0
41, L, 0, 0, 0, 0, 640, 0
42, L, 0, 0, 0, 0, 1024, 0
43, S, 976, 0, 0, 0, 2048, 0
44, L, 0, 0, 0, 0, 2048, 0
45, L, 0, 0, 0, 0, 2048, 0
46, L, 0, 0, 0, 0, 4096, 0
47, S, 976, 0, 0, 0, 640, 0
48, L, 0, 0, 0, 0, 1024, 0
