


1, L, 0, 0, 0, 0, 640, 0
2, L, 292, 0, 0, 0, 1024, 0
3, L, 0, 0, 0, 0, 2048, 0
4, L, 488, 0, 0, 0, 640, 0
5, L, 0, 0, 0, 0, 4096, 0
6, L, 0, 0, 0, 0, 2048, 0
7, L, 292, 0, 0, 0, 640, 0
8, L, 0, 0, 0, 0, 1024, 0
9, L, 0, 0, 0, 0, 640, 0
10, L, 0, 0, 0, 0, 2048, 0
11, S, 976, 0, 0, 0, 4096, 0
12, L, 0, 0, 0, 0, 640, 0
13, L, 0, 0, 0, 0, 2048, 0
14, L, 0, 0, 0, 0, 2048, 0
15, L, 0, 0, 0, 0, 4096, 0
16, L, 0, 0, 0, 0, 4096, 0
17, L, 878, 0, 0, 0, 4096, 0
18, L, 97, 0, 0, 0, 640, 0
19, L, 0, 0, 0, 0, 2048, 0
20, L, 0, 0, 0, 0, 1024, 0
21, L, 0, 0, 0, 0, 4096, 0
22, L, 0, 0, 0, 0, 640, 0
23, L, 0, 0, 0, 0, 2048, 0
24, L, 488, 0, 0, 0, 640, 0
25, L, 0, 0, 0, 0, 2048, 0
26, L, 0, 0, 0, 0, 4096, 0
27, L, 0, 0, 0, 0, 640, 0
28, L, 0, 0, 0, 0, 2048, 0
29, L, 878, 0, 0, 0, 640, 0
30, L, 0, 0, 0, 0, 1024, 0
31, L, 0, 0, 0, 0, 640, 0
32, L, 0, 0, 0, 0, 640, 0
33, L, 0, 0, 0, 0, 640, 0
34, L, 0, 0, 0, 0, 4096, 0
35, L, 585, 0, 0, 0, 1024, 0
36, L, 0, 0, 0, 0, 1024, 0
37, S, 976, 0, 0, 0, 640, 0
38, L, 0, 0, 0, 0, 4096, 0
39, L, 0, 0, 0, 0, 2048, 0
40, L, 0, 0, 0, 0, 1024, 0
41, L, 0, 0, 0, 0, 640, 0
42, L, 390, 0, 0, 0, 640, 0
43, S, 976, 0, 0, 0, 4096, 0
44, L, 0, 0, 0, 0, 640, 0
45, L, 0, 0, 0, 0, 4096, 0
46, L, 0, 0, 0, 0, 1024, 0
47, L, 97, 0, 0, 0, 2048, 0
48, L, 0, 0, 0, 0, 640, 0
49, L, 585, 0, 0, 0, 1024, 0
50, L, 0, 0, 0, 0, 640, 0
51, L, 0, 0, 0, 0, 1024, 0
52, L, 0, 0, 0, 0, 1024, 0
53, L, 0, 0, 0, 0, 640, 0
54, L, 0, 0, 0, 0, 1024, 0
1, L, 0, 0, 0, 53, 640, 10000
2, L, 292, 0, 0, 53, 1024, 10000
3, L, 0, 0, 0, 52, 2048, 10000
4, L, 488, 0, 0, 53, 640, 10000
5, L, 0, 0, 0, 53, 4096, 10000
6, L, 0, 0, 0, 53, 2048, 10000
7, L, 292, 0, 0, 53, 640, 10000
8, L, 0, 0, 0, 53, 1024, 10000
9, L, 0, 0, 0, 52, 640, 10000
10, L, 0, 0, 0, 53, 2048, 10000
11, S, 976, 0, 0, 52, 4096, 10000
12, L, 0, 0, 0, 53, 640, 10000
13, L, 0, 0, 0, 53, 2048, 10000
14, L, 0, 0, 0, 52, 2048, 10000
15, L, 0, 0, 0, 52, 4096, 10000
16, L, 0, 0, 0, 52, 4096, 10000
17, L, 878, 0, 0, 52, 4096, 10000
18, L, 97, 0, 0, 52, 640, 10000
19, L, 0, 0, 0, 53, 2048, 10000
20, L, 0, 0, 0, 53, 1024, 10000
21, L, 0, 0, 0, 53, 4096, 10000
22, L, 0, 0, 0, 52, 640, 10000
23, L, 0, 0, 0, 53, 2048, 10000
24, L, 488, 0, 0, 53, 640, 10000
25, L, 0, 0, 0, 53, 2048, 10000
26, L, 0, 0, 0, 53, 4096, 10000
27, L, 0, 0, 0, 53, 640, 10000
28, L, 0, 0, 0, 53, 2048, 10000
29, L, 878, 0, 0, 53, 640, 10000
30, L, 0, 0, 0, 53, 1024, 10000
31, L, 0, 0, 0, 52, 640, 10000
32, L, 0, 0, 0, 52, 640, 10000
33, L, 0, 0, 0, 53, 640, 10000
34, L, 0, 0, 0, 53, 4096, 10000
35, L, 585, 0, 0, 53, 1024, 10000
36, L, 0, 0, 0, 52, 1024, 10000
37, S, 976, 0, 0, 53, 640, 10000
38, L, 0, 0, 0, 53, 4096, 10000
39, L, 0, 0, 0, 53, 2048, 10000
40, L, 0, 0, 0, 52, 1024, 10000
41, L, 0, 0, 0, 53, 640, 10000
42, L, 390, 0, 0, 53, 640, 10000
43, S, 976, 0, 0, 53, 4096, 10000
44, L, 0, 0, 0, 53, 640, 10000
45, L, 0, 0, 0, 52, 4096, 10000
46, L, 0, 0, 0, 53, 1024, 10000
47, L, 97, 0, 0, 53, 2048, 10000
48, L, 0, 0, 0, 53, 640, 10000
49, L, 585, 0, 0, 52, 1024, 10000
50, L, 0, 0, 0, 52, 640, 10000
51, L, 0, 0, 0, 53, 1024, 10000
52, L, 0, 0, 0, 52, 1024, 10000
53, L, 0, 0, 0, 53, 640, 10000
54, L, 0, 0, 0, 52, 1024, 10000
1, L, 6, 1, 0, 53, 640, 20000
2, L, 292, 0, 9, 53, 1024, 20000
3, L, 0, 0, 0, 52, 2048, 20000
4, L, 488, 0, 8, 53, 640, 20000
5, L, 0, 0, 0, 53, 4096, 20000
6, L, 2, 5, 0, 53, 2048, 20000
7, L, 293, 5, 10, 53, 640, 20000
8, L, 0, 0, 0, 53, 1024, 20000
9, L, 0, 0, 0, 52, 640, 20000
10, L, 1, 2, 0, 53, 2048, 20000
11, S, 976, 0, 10, 52, 4096, 20000
12, L, 0, 0, 0, 53, 640, 20000
13, L, 0, 0, 0, 53, 2048, 20000
14, L, 1, 5, 0, 52, 2048, 20000
